OBJECTID,UNIT,SHORE_LEN,HABITAT,KM,SIDE,UNPADDED_STATION_ID,UP_KM,DOWN_KM,LON_SH_ST,LAT_SH_ST,LON_SH_EN,LAT_SH_EN,LON_CL_ST,LAT_CL_ST,LON_CL_EN,LAT_CL_EN,STATION_TYPE,AGF_LEGACY_NAME,SHAPE,STATION_ID,UP_RM,DOWN_RM,RIVER_CODE
13100,,,,352.04,R,S202.91R,,,-113.3537669,36.04423351,,,,,,,46,,556,S+202.91R,,202.91,COR
13101,,,,352.13,L,S202.97L,,,-113.3531607,36.04322125,,,,,,,46,,556,S+202.97L,,202.97,COR
13102,,,,352.26,R,S203.05R,,,-113.3547837,36.04233845,,,,,,,46,,555,S+203.05R,,203.05,COR
13103,,,,352.39,L,S203.13L,,,-113.3537077,36.04111393,,,,,,,46,,555,S+203.13L,,203.13,COR
13104,,,,352.47,R,S203.18R,,,-113.3546361,36.04025412,,,,,,,46,,554,S+203.18R,,203.18,COR
13105,,,,352.63,L,S203.28L,,,-113.353052,36.03904749,,,,,,,46,,554,S+203.28L,,203.28,COR
13106,,,,352.69,R,S203.32R,,,-113.353829,36.03820059,,,,,,,46,,553,S+203.32R,,203.32,COR
13107,,,,352.84,L,S203.41L,,,-113.3524372,36.03718008,,,,,,,46,,553,S+203.41L,,203.41,COR
13108,,,,352.92,R,S203.46R,,,-113.3532486,36.03634716,,,,,,,46,,552,S+203.46R,,203.46,COR
13109,,,,353.08,L,S203.56L,,,-113.3513929,36.03535969,,,,,,,46,,552,S+203.56L,,203.56,COR
13110,,,,353.15,R,S203.60R,,,-113.3522413,36.03450813,,,,,,,46,,551,S+203.60R,,203.6,COR
13111,,,,353.3,L,S203.70L,,,-113.3509595,36.03327835,,,,,,,46,,551,S+203.70L,,203.7,COR
13112,,,,353.38,R,S203.75R,,,-113.351922,36.03245018,,,,,,,46,,550,S+203.75R,,203.75,COR
13113,,,,353.51,L,S203.83L,,,-113.3506498,36.03132901,,,,,,,46,,550,S+203.83L,,203.83,COR
13114,,,,353.63,R,S203.90R,,,-113.3517069,36.03028047,,,,,,,46,,549,S+203.90R,,203.9,COR
13115,,,,353.76,L,S203.98L,,,-113.3506301,36.0291501,,,,,,,46,,549,S+203.98L,,203.98,COR
13116,,,,353.87,R,S204.05R,,,-113.3516899,36.02812834,,,,,,,46,,548,S+204.05R,,204.05,COR
13117,,,,354,L,S204.13L,,,-113.350526,36.02701676,,,,,,,46,,548,S+204.13L,,204.13,COR
13118,,,,354.1,R,S204.19R,,,-113.3515323,36.02603267,,,,,,,46,,547,S+204.19R,,204.19,COR
13119,,,,354.25,L,S204.28L,,,-113.3501775,36.02483194,,,,,,,46,,547,S+204.28L,,204.28,COR
13120,,,,354.32,R,S204.33R,,,-113.350839,36.02402049,,,,,,,46,,546,S+204.33R,,204.33,COR
13121,,,,354.49,L,S204.43L,,,-113.3497066,36.02265375,,,,,,,46,,546,S+204.43L,,204.43,COR
13122,,,,354.54,R,S204.47R,,,-113.3506427,36.02211575,,,,,,,46,,545,S+204.47R,,204.47,COR
13123,,,,354.72,L,S204.58L,,,-113.3500316,36.02059784,,,,,,,46,,545,S+204.58L,,204.58,COR
13124,,,,354.76,R,S204.60R,,,-113.3506249,36.02007274,,,,,,,46,,544,S+204.60R,,204.6,COR
13125,,,,354.94,L,S204.72L,,,-113.3492407,36.01872208,,,,,,,46,,544,S+204.72L,,204.72,COR
13126,,,,354.97,R,S204.73R,,,-113.349673,36.01834953,,,,,,,46,,543,S+204.73R,,204.73,COR
13127,,,,355.16,L,S204.85L,,,-113.348247,36.01679837,,,,,,,46,,543,S+204.85L,,204.85,COR
13128,,,,355.22,R,S204.89R,,,-113.349433,36.01616483,,,,,,,46,,542,S+204.89R,,204.89,COR
13129,,,,355.39,L,S204.99L,,,-113.3482214,36.01475675,,,,,,,46,,542,S+204.99L,,204.99,COR
13130,,,,355.45,R,S205.03R,,,-113.3495123,36.01403286,,,,,,,46,,541,S+205.03R,,205.03,COR
13131,,,,355.61,R,S205.13R,,,-113.3485186,36.01257517,,,,,,,46,,540,S+205.13R,,205.13,COR
13132,,,,355.66,L,S205.16L,,,-113.3475795,36.01272147,,,,,,,46,,541,S+205.16L,,205.16,COR
13133,,,,355.8,R,S205.25R,,,-113.3470229,36.01126913,,,,,,,46,,539,S+205.25R,,205.25,COR
13134,,,,355.87,L,S205.29L,,,-113.3457542,36.01170948,,,,,,,46,,540,S+205.29L,,205.29,COR
13135,,,,356.01,R,S205.38R,,,-113.3449804,36.01019486,,,,,,,46,,538,S+205.38R,,205.38,COR
13136,,,,356.1,L,S205.44L,,,-113.3435675,36.01049483,,,,,,,46,,539,S+205.44L,,205.44,COR
13137,,,,356.3,L,S205.56L,,,-113.342586,36.00859504,,,,,,,46,,538,S+205.56L,,205.56,COR
13138,,,,356.29,R,S205.56R,,,-113.3435249,36.00865198,,,,,,,46,,537,S+205.56R,,205.56,COR
13139,,,,356.53,R,S205.70R,,,-113.3429799,36.00654246,,,,,,,46,,536,S+205.70R,,205.7,COR
13140,,,,356.54,L,S205.71L,,,-113.3424288,36.00653922,,,,,,,46,,537,S+205.71L,,205.71,COR
13141,,,,356.73,R,S205.83R,,,-113.3426055,36.0045463,,,,,,,46,,535,S+205.83R,,205.83,COR
13142,,,,356.76,L,S205.85L,,,-113.3412136,36.00508883,,,,,,,46,,536,S+205.85L,,205.85,COR
13143,,,,356.9,R,S205.93R,,,-113.3406785,36.00372848,,,,,,,46,,534,S+205.93R,,205.93,COR
13144,,,,356.96,L,S205.97L,,,-113.3398182,36.00359558,,,,,,,46,,535,S+205.97L,,205.97,COR
13145,,,,357.17,R,S206.10R,,,-113.3401805,36.00165904,,,,,,,46,,533,S+206.10R,,206.1,COR
13146,,,,357.19,L,S206.11L,,,-113.3394087,36.00148051,,,,,,,46,,534,S+206.11L,,206.11,COR
13147,,,,357.41,R,S206.25R,,,-113.3405894,35.99953217,,,,,,,46,,532,S+206.25R,,206.25,COR
13148,,,,357.42,L,S206.26L,,,-113.3392859,35.99936633,,,,,,,46,,533,S+206.26L,,206.26,COR
13149,,,,357.65,L,S206.40L,,,-113.3403743,35.99738474,,,,,,,46,,532,S+206.40L,,206.4,COR
13150,,,,357.65,R,S206.40R,,,-113.3410467,35.99749049,,,,,,,46,,531,S+206.40R,,206.4,COR
13151,,,,357.88,L,S206.54L,,,-113.3402149,35.99533909,,,,,,,46,,531,S+206.54L,,206.54,COR
13152,,,,357.89,R,S206.55R,,,-113.3414107,35.99531026,,,,,,,46,,530,S+206.55R,,206.55,COR
13153,,,,358.08,L,S206.67L,,,-113.340648,35.99347234,,,,,,,46,,530,S+206.67L,,206.67,COR
13154,,,,358.1,R,S206.68R,,,-113.3417395,35.99354419,,,,,,,46,,529,S+206.68R,,206.68,COR
13155,,,,358.32,R,S206.81R,,,-113.3421675,35.99150388,,,,,,,46,,528,S+206.81R,,206.81,COR
13156,,,,358.34,L,S206.82L,,,-113.3411223,35.9913164,,,,,,,46,,529,S+206.82L,,206.82,COR
13157,,,,358.53,R,S206.94R,,,-113.3413906,35.98956226,,,,,,,46,,527,S+206.94R,,206.94,COR
13158,,,,358.59,L,S206.98L,,,-113.3404166,35.98921175,,,,,,,46,,528,S+206.98L,,206.98,COR
13159,,,,358.74,R,S207.08R,,,-113.3413056,35.98769346,,,,,,,46,,526,S+207.08R,,207.08,COR
13160,,,,358.83,L,S207.13L,,,-113.340033,35.98713475,,,,,,,46,,527,S+207.13L,,207.13,COR
13161,,,,358.97,R,S207.22R,,,-113.3408007,35.98557059,,,,,,,46,,525,S+207.22R,,207.22,COR
13162,,,,359.07,L,S207.28L,,,-113.3389339,35.98515615,,,,,,,46,,526,S+207.28L,,207.28,COR
13163,,,,359.19,R,S207.35R,,,-113.3394192,35.9838244,,,,,,,46,,524,S+207.35R,,207.35,COR
13164,,,,359.33,L,S207.44L,,,-113.3376391,35.98331214,,,,,,,46,,525,S+207.44L,,207.44,COR
13165,,,,359.4,R,S207.48R,,,-113.3379578,35.9820883,,,,,,,46,,523,S+207.48R,,207.48,COR
13166,,,,359.57,R,S207.59R,,,-113.3361388,35.9815592,,,,,,,46,,522,S+207.59R,,207.59,COR
13167,,,,359.57,L,S207.59L,,,-113.3358049,35.98176936,,,,,,,46,,524,S+207.59L,,207.59,COR
13168,,,,359.8,R,S207.74R,,,-113.3353771,35.97948121,,,,,,,46,,521,S+207.74R,,207.74,COR
13169,,,,359.8,L,S207.74L,,,-113.3345009,35.97999153,,,,,,,46,,523,S+207.74L,,207.74,COR
13170,,,,359.98,R,S207.85R,,,-113.3334448,35.97857062,,,,,,,46,,520,S+207.85R,,207.85,COR
13171,,,,360.06,L,S207.90L,,,-113.3323952,35.97877373,,,,,,,46,,522,S+207.90L,,207.9,COR
13172,,,,360.19,R,S207.98R,,,-113.3310588,35.97809703,,,,,,,46,,519,S+207.98R,,207.98,COR
13173,,,,360.31,L,S208.05L,,,-113.3297778,35.97866571,,,,,,,46,,521,S+208.05L,,208.05,COR
13174,,,,360.44,R,S208.13R,,,-113.3284362,35.9779226,,,,,,,46,,518,S+208.13R,,208.13,COR
13175,,,,360.52,L,S208.18L,,,-113.3271431,35.97907845,,,,,,,46,,520,S+208.18L,,208.18,COR
13176,,,,360.68,R,S208.28R,,,-113.3258592,35.97755532,,,,,,,46,,517,S+208.28R,,208.28,COR
13177,,,,360.74,L,S208.32L,,,-113.325041,35.97785847,,,,,,,46,,519,S+208.32L,,208.32,COR
13178,,,,360.91,R,S208.42R,,,-113.3236936,35.97657736,,,,,,,46,,516,S+208.42R,,208.42,COR
13179,,,,360.9,L,S208.42L,,,-113.323235,35.97748772,,,,,,,46,,518,S+208.42L,,208.42,COR
13180,,,,361.11,L,S208.55L,,,-113.3212738,35.97626191,,,,,,,46,,517,S+208.55L,,208.55,COR
13181,,,,361.16,R,S208.58R,,,-113.3215996,35.9752768,,,,,,,46,,515,S+208.58R,,208.58,COR
13182,,,,361.33,L,S208.68L,,,-113.3195148,35.97472078,,,,,,,46,,516,S+208.68L,,208.68,COR
13183,,,,361.42,R,S208.74R,,,-113.3198216,35.97360365,,,,,,,46,,514,S+208.74R,,208.74,COR
13184,,,,361.55,L,S208.82L,,,-113.3188741,35.97265275,,,,,,,46,,515,S+208.82L,,208.82,COR
13185,,,,361.64,R,S208.88R,,,-113.3189218,35.97177011,,,,,,,46,,513,S+208.88R,,208.88,COR
13186,,,,361.78,L,S208.96L,,,-113.3180736,35.9707089,,,,,,,46,,514,S+208.96L,,208.96,COR
13187,,,,361.85,R,S209.01R,,,-113.3182994,35.96991602,,,,,,,46,,512,S+209.01R,,209.01,COR
13188,,,,361.99,L,S209.09L,,,-113.3165004,35.96902109,,,,,,,46,,513,S+209.09L,,209.09,COR
13189,,,,362.13,R,S209.18R,,,-113.3183191,35.96805572,,,,,,,46,,511,S+209.18R,,209.18,COR
13190,,,,362.15,L,S209.20L,,,-113.3181929,35.9677005,,,,,,,46,,512,S+209.20L,,209.2,COR
13191,,,,362.35,R,S209.32R,,,-113.319268,35.96605634,,,,,,,46,,510,S+209.32R,,209.32,COR
13192,,,,362.41,L,S209.36L,,,-113.3187192,35.96552627,,,,,,,46,,511,S+209.36L,,209.36,COR
13193,,,,362.57,R,S209.45R,,,-113.3187294,35.96409205,,,,,,,46,,509,S+209.45R,,209.45,COR
13194,,,,362.67,L,S209.52L,,,-113.3178262,35.96341916,,,,,,,46,,510,S+209.52L,,209.52,COR
13195,,,,362.8,R,S209.60R,,,-113.3178069,35.96208972,,,,,,,46,,508,S+209.60R,,209.6,COR
13196,,,,362.86,L,S209.64L,,,-113.3164591,35.96186094,,,,,,,46,,509,S+209.64L,,209.64,COR
13197,,,,363.07,L,S209.77L,,,-113.3177307,35.95993215,,,,,,,46,,508,S+209.77L,,209.77,COR
13198,,,,363.08,R,S209.77R,,,-113.3182401,35.96024482,,,,,,,46,,507,S+209.77R,,209.77,COR
13199,,,,363.3,L,S209.91L,,,-113.3196798,35.95850309,,,,,,,46,,507,S+209.91L,,209.91,COR
13200,,,,363.32,R,S209.92R,,,-113.3205299,35.95908204,,,,,,,46,,506,S+209.92R,,209.92,COR
13201,,,,363.52,L,S210.05L,,,-113.3216748,35.95742564,,,,,,,46,,506,S+210.05L,,210.05,COR
13202,,,,363.55,R,S210.06R,,,-113.3223215,35.95762277,,,,,,,46,,505,S+210.06R,,210.06,COR
13203,,,,363.76,L,S210.19L,,,-113.3235845,35.95599559,,,,,,,46,,505,S+210.19L,,210.19,COR
13204,,,,363.78,R,S210.20R,,,-113.3241279,35.95616425,,,,,,,46,,504,S+210.20R,,210.2,COR
13205,,,,363.98,R,S210.33R,,,-113.3261216,35.95519893,,,,,,,46,,503,S+210.33R,,210.33,COR
13206,,,,363.99,L,S210.34L,,,-113.3254555,35.95452675,,,,,,,46,,504,S+210.34L,,210.34,COR
13207,,,,364.21,R,S210.47R,,,-113.3273267,35.95327324,,,,,,,46,,502,S+210.47R,,210.47,COR
13208,,,,364.24,L,S210.49L,,,-113.3269207,35.95277616,,,,,,,46,,503,S+210.49L,,210.49,COR
13209,,,,364.45,R,S210.62R,,,-113.3284089,35.95128238,,,,,,,46,,501,S+210.62R,,210.62,COR
13210,,,,364.48,L,S210.64L,,,-113.327986,35.95079055,,,,,,,46,,502,S+210.64L,,210.64,COR
13211,,,,364.66,R,S210.75R,,,-113.3294431,35.94942398,,,,,,,46,,500,S+210.75R,,210.75,COR
13212,,,,364.74,L,S210.81L,,,-113.3282526,35.94867484,,,,,,,46,,501,S+210.81L,,210.81,COR
13213,,,,364.84,R,S210.87R,,,-113.3286948,35.94765375,,,,,,,46,,499,S+210.87R,,210.87,COR
13214,,,,364.98,L,S210.95L,,,-113.3276204,35.94659812,,,,,,,46,,500,S+210.95L,,210.95,COR
13215,,,,365.07,R,S211.01R,,,-113.3282998,35.94563211,,,,,,,46,,498,S+211.01R,,211.01,COR
13216,,,,365.22,L,S211.10L,,,-113.3269561,35.94461859,,,,,,,46,,499,S+211.10L,,211.1,COR
13217,,,,365.3,R,S211.15R,,,-113.327623,35.9436793,,,,,,,46,,497,S+211.15R,,211.15,COR
13218,,,,365.45,L,S211.25L,,,-113.3261801,35.94259327,,,,,,,46,,498,S+211.25L,,211.25,COR
13219,,,,365.53,R,S211.29R,,,-113.3266557,35.94179309,,,,,,,46,,496,S+211.29R,,211.29,COR
13220,,,,365.69,L,S211.39L,,,-113.3254236,35.94068283,,,,,,,46,,497,S+211.39L,,211.39,COR
13221,,,,365.77,R,S211.44R,,,-113.3257271,35.93982763,,,,,,,46,,495,S+211.44R,,211.44,COR
13222,,,,365.9,L,S211.52L,,,-113.3251912,35.938671,,,,,,,46,,496,S+211.52L,,211.52,COR
13223,,,,366.02,R,S211.60R,,,-113.3256712,35.93761384,,,,,,,46,,494,S+211.60R,,211.6,COR
13224,,,,366.1,L,S211.65L,,,-113.3246578,35.93691584,,,,,,,46,,495,S+211.65L,,211.65,COR
13225,,,,366.25,R,S211.74R,,,-113.3254667,35.93554681,,,,,,,46,,493,S+211.74R,,211.74,COR
13226,,,,366.31,L,S211.78L,,,-113.3250491,35.93492307,,,,,,,46,,494,S+211.78L,,211.78,COR
13227,,,,366.48,R,S211.88R,,,-113.3260129,35.9335224,,,,,,,46,,492,S+211.88R,,211.88,COR
13228,,,,366.54,L,S211.93L,,,-113.3256118,35.93286482,,,,,,,46,,493,S+211.93L,,211.93,COR
13229,,,,366.7,R,S212.03R,,,-113.3276821,35.93236696,,,,,,,46,,491,S+212.03R,,212.03,COR
13230,,,,366.78,L,S212.07L,,,-113.3269727,35.93109475,,,,,,,46,,492,S+212.07L,,212.07,COR
13231,,,,366.9,R,S212.15R,,,-113.3284319,35.93048767,,,,,,,46,,490,S+212.15R,,212.15,COR
13232,,,,367.03,L,S212.23L,,,-113.3278667,35.9291858,,,,,,,46,,491,S+212.23L,,212.23,COR
13233,,,,367.13,R,S212.29R,,,-113.3285357,35.92839149,,,,,,,46,,489,S+212.29R,,212.29,COR
13234,,,,367.27,L,S212.38L,,,-113.3283434,35.92707927,,,,,,,46,,490,S+212.38L,,212.38,COR
13235,,,,367.35,R,S212.43R,,,-113.3289145,35.92643146,,,,,,,46,,488,S+212.43R,,212.43,COR
13236,,,,367.49,L,S212.51L,,,-113.3290703,35.92520015,,,,,,,46,,489,S+212.51L,,212.51,COR
13237,,,,367.59,R,S212.57R,,,-113.3300415,35.92460242,,,,,,,46,,487,S+212.57R,,212.57,COR
13238,,,,367.72,L,S212.65L,,,-113.3304147,35.92343997,,,,,,,46,,488,S+212.65L,,212.65,COR
13239,,,,367.81,R,S212.71R,,,-113.3312991,35.92291336,,,,,,,46,,486,S+212.71R,,212.71,COR
13240,,,,367.95,L,S212.80L,,,-113.331435,35.92149669,,,,,,,46,,487,S+212.80L,,212.8,COR
13241,,,,368.04,R,S212.85R,,,-113.3327892,35.92126893,,,,,,,46,,485,S+212.85R,,212.85,COR
13242,,,,368.16,L,S212.93L,,,-113.3330008,35.92004024,,,,,,,46,,486,S+212.93L,,212.93,COR
13243,,,,368.25,R,S212.99R,,,-113.3338964,35.91949324,,,,,,,46,,484,S+212.99R,,212.99,COR
13244,,,,368.4,L,S213.08L,,,-113.3339385,35.9181486,,,,,,,46,,485,S+213.08L,,213.08,COR
13245,,,,368.48,R,S213.13R,,,-113.334398,35.91747913,,,,,,,46,,483,S+213.13R,,213.13,COR
13246,,,,368.61,L,S213.21L,,,-113.3341982,35.91617602,,,,,,,46,,484,S+213.21L,,213.21,COR
13247,,,,368.69,R,S213.26R,,,-113.3355608,35.91586312,,,,,,,46,,482,S+213.26R,,213.26,COR
13248,,,,368.83,L,S213.35L,,,-113.3348253,35.91441452,,,,,,,46,,483,S+213.35L,,213.35,COR
13249,,,,368.9,R,S213.39R,,,-113.3350753,35.91378346,,,,,,,46,,481,S+213.39R,,213.39,COR
13250,,,,369.07,L,S213.50L,,,-113.3337825,35.91252923,,,,,,,46,,482,S+213.50L,,213.5,COR
13251,,,,369.12,R,S213.53R,,,-113.3339514,35.91192789,,,,,,,46,,480,S+213.53R,,213.53,COR
13252,,,,369.27,L,S213.62L,,,-113.3323395,35.9111851,,,,,,,46,,481,S+213.62L,,213.62,COR
13253,,,,369.34,R,S213.66R,,,-113.3324853,35.91032711,,,,,,,46,,479,S+213.66R,,213.66,COR
13254,,,,369.5,L,S213.76L,,,-113.3307843,35.90985645,,,,,,,46,,480,S+213.76L,,213.76,COR
13255,,,,369.54,R,S213.79R,,,-113.330537,35.90917898,,,,,,,46,,478,S+213.79R,,213.79,COR
13256,,,,369.71,L,S213.89L,,,-113.3284418,35.90900142,,,,,,,46,,479,S+213.89L,,213.89,COR
13257,,,,369.79,R,S213.94R,,,-113.3286589,35.90803267,,,,,,,46,,477,S+213.94R,,213.94,COR
13258,,,,369.93,L,S214.03L,,,-113.3271992,35.90722249,,,,,,,46,,478,S+214.03L,,214.03,COR
13259,,,,370.01,R,S214.08R,,,-113.3272843,35.90640231,,,,,,,46,,476,S+214.08R,,214.08,COR
13260,,,,370.13,L,S214.16L,,,-113.3257116,35.90587147,,,,,,,46,,477,S+214.16L,,214.16,COR
13261,,,,370.24,R,S214.22R,,,-113.3260892,35.90459381,,,,,,,46,,475,S+214.22R,,214.22,COR
13262,,,,370.29,L,S214.25L,,,-113.3252107,35.90445032,,,,,,,46,,476,S+214.25L,,214.25,COR
13263,,,,370.45,R,S214.35R,,,-113.3246784,35.90291751,,,,,,,46,,474,S+214.35R,,214.35,COR
13264,,,,370.52,L,S214.40L,,,-113.3236833,35.90299968,,,,,,,46,,475,S+214.40L,,214.4,COR
13265,,,,370.7,R,S214.51R,,,-113.3239417,35.90128685,,,,,,,46,,473,S+214.51R,,214.51,COR
13266,,,,370.74,L,S214.53L,,,-113.3231938,35.90095572,,,,,,,46,,474,S+214.53L,,214.53,COR
13267,,,,370.92,R,S214.64R,,,-113.323428,35.89927579,,,,,,,46,,472,S+214.64R,,214.64,COR
13268,,,,370.97,L,S214.67L,,,-113.3226447,35.89903115,,,,,,,46,,473,S+214.67L,,214.67,COR
13269,,,,371.12,R,S214.77R,,,-113.3221801,35.89762372,,,,,,,46,,471,S+214.77R,,214.77,COR
13270,,,,371.22,L,S214.83L,,,-113.3207103,35.89757983,,,,,,,46,,472,S+214.83L,,214.83,COR
13271,,,,371.32,R,S214.89R,,,-113.3204723,35.89650262,,,,,,,46,,470,S+214.89R,,214.89,COR
13272,,,,371.48,L,S214.99L,,,-113.3185811,35.89638379,,,,,,,46,,471,S+214.99L,,214.99,COR
13273,,,,371.54,R,S215.03R,,,-113.31806,35.89567954,,,,,,,46,,469,S+215.03R,,215.03,COR
13274,,,,371.68,L,S215.12L,,,-113.3163778,35.89597909,,,,,,,46,,470,S+215.12L,,215.12,COR
13275,,,,371.8,R,S215.19R,,,-113.3155725,35.89497049,,,,,,,46,,468,S+215.19R,,215.19,COR
13276,,,,371.9,L,S215.26L,,,-113.314271,35.89479674,,,,,,,46,,469,S+215.26L,,215.26,COR
13277,,,,372.02,R,S215.33R,,,-113.3133365,35.89399227,,,,,,,46,,467,S+215.33R,,215.33,COR
13278,,,,372.12,L,S215.39L,,,-113.3120586,35.89415881,,,,,,,46,,468,S+215.39L,,215.39,COR
13279,,,,372.23,R,S215.46R,,,-113.3115629,35.89299183,,,,,,,46,,466,S+215.46R,,215.46,COR
13280,,,,372.31,L,S215.51L,,,-113.3102181,35.89300918,,,,,,,46,,467,S+215.51L,,215.51,COR
13281,,,,372.49,R,S215.62R,,,-113.3101899,35.89127934,,,,,,,46,,465,S+215.62R,,215.62,COR
13282,,,,372.54,L,S215.65L,,,-113.3091241,35.89103663,,,,,,,46,,466,S+215.65L,,215.65,COR
13283,,,,372.73,R,S215.77R,,,-113.3096699,35.88912718,,,,,,,46,,464,S+215.77R,,215.77,COR
13284,,,,372.77,L,S215.79L,,,-113.3088339,35.88889858,,,,,,,46,,465,S+215.79L,,215.79,COR
13285,,,,372.98,R,S215.92R,,,-113.3095353,35.88697544,,,,,,,46,,463,S+215.92R,,215.92,COR
13286,,,,372.99,L,S215.93L,,,-113.3085369,35.88685237,,,,,,,46,,464,S+215.93L,,215.93,COR
13287,,,,373.18,L,S216.05L,,,-113.3091477,35.88517601,,,,,,,46,,463,S+216.05L,,216.05,COR
13288,,,,373.22,R,S216.07R,,,-113.309761,35.88485483,,,,,,,46,,462,S+216.07R,,216.07,COR
13289,,,,373.39,L,S216.18L,,,-113.3095494,35.88320476,,,,,,,46,,462,S+216.18L,,216.18,COR
13290,,,,373.45,R,S216.22R,,,-113.3104642,35.88293334,,,,,,,46,,461,S+216.22R,,216.22,COR
13291,,,,373.62,L,S216.32L,,,-113.3103404,35.88128505,,,,,,,46,,461,S+216.32L,,216.32,COR
13292,,,,373.69,R,S216.37R,,,-113.311309,35.88087446,,,,,,,46,,460,S+216.37R,,216.37,COR
13293,,,,373.86,L,S216.47L,,,-113.3110671,35.87926191,,,,,,,46,,460,S+216.47L,,216.47,COR
13294,,,,373.91,R,S216.50R,,,-113.3119128,35.87886144,,,,,,,46,,459,S+216.50R,,216.5,COR
13295,,,,374.09,L,S216.61L,,,-113.3117808,35.87724314,,,,,,,46,,459,S+216.61L,,216.61,COR
13296,,,,374.13,R,S216.64R,,,-113.3125949,35.87708887,,,,,,,46,,458,S+216.64R,,216.64,COR
13297,,,,374.33,L,S216.76L,,,-113.3123866,35.87514364,,,,,,,46,,458,S+216.76L,,216.76,COR
13298,,,,374.37,R,S216.79R,,,-113.3131418,35.87494762,,,,,,,46,,457,S+216.79R,,216.79,COR
13299,,,,374.57,L,S216.91L,,,-113.3125667,35.87304072,,,,,,,46,,457,S+216.91L,,216.91,COR
13300,,,,374.6,R,S216.93R,,,-113.3132343,35.87278071,,,,,,,46,,456,S+216.93R,,216.93,COR
13301,,,,374.81,L,S217.06L,,,-113.312138,35.87095787,,,,,,,46,,456,S+217.06L,,217.06,COR
13302,,,,374.83,R,S217.07R,,,-113.3129716,35.87069227,,,,,,,46,,455,S+217.07R,,217.07,COR
13303,,,,375.03,L,S217.20L,,,-113.3116464,35.86906788,,,,,,,46,,455,S+217.20L,,217.2,COR
13304,,,,375.04,R,S217.20R,,,-113.3123248,35.86882932,,,,,,,46,,454,S+217.20R,,217.2,COR
13305,,,,375.26,L,S217.34L,,,-113.3110164,35.86706563,,,,,,,46,,454,S+217.34L,,217.34,COR
13306,,,,375.26,R,S217.34R,,,-113.3117257,35.86690217,,,,,,,46,,453,S+217.34R,,217.34,COR
13307,,,,375.47,L,S217.47L,,,-113.3101738,35.86528033,,,,,,,46,,453,S+217.47L,,217.47,COR
13308,,,,375.49,R,S217.48R,,,-113.3109085,35.86495864,,,,,,,46,,452,S+217.48R,,217.48,COR
13309,,,,375.7,L,S217.61L,,,-113.3098442,35.86308555,,,,,,,46,,452,S+217.61L,,217.61,COR
13310,,,,375.73,R,S217.64R,,,-113.3108207,35.86288994,,,,,,,46,,451,S+217.64R,,217.64,COR
13311,,,,375.9,L,S217.74L,,,-113.3113413,35.86154642,,,,,,,46,,451,S+217.74L,,217.74,COR
13312,,,,375.98,R,S217.79R,,,-113.3123301,35.86124473,,,,,,,46,,450,S+217.79R,,217.79,COR
13313,,,,376.15,L,S217.89L,,,-113.3124451,35.85965119,,,,,,,46,,450,S+217.89L,,217.89,COR
13314,,,,376.2,R,S217.93R,,,-113.313338,35.85935997,,,,,,,46,,449,S+217.93R,,217.93,COR
13315,,,,376.39,L,S218.04L,,,-113.3126716,35.85754363,,,,,,,46,,449,S+218.04L,,218.04,COR
13316,,,,376.44,R,S218.07R,,,-113.3138699,35.85730738,,,,,,,46,,448,S+218.07R,,218.07,COR
13317,,,,376.59,L,S218.17L,,,-113.3137504,35.85575273,,,,,,,46,,448,S+218.17L,,218.17,COR
13318,,,,376.68,R,S218.22R,,,-113.3148615,35.85536959,,,,,,,46,,447,S+218.22R,,218.22,COR
13319,,,,376.79,L,S218.29L,,,-113.3148654,35.85417585,,,,,,,46,,447,S+218.29L,,218.29,COR
13320,,,,376.92,R,S218.37R,,,-113.3163245,35.85361667,,,,,,,46,,446,S+218.37R,,218.37,COR
13321,,,,376.99,L,S218.42L,,,-113.3162217,35.85265474,,,,,,,46,,446,S+218.42L,,218.42,COR
13322,,,,377.14,R,S218.51R,,,-113.3180823,35.85225986,,,,,,,46,,445,S+218.51R,,218.51,COR
13323,,,,377.2,L,S218.55L,,,-113.3181207,35.85148908,,,,,,,46,,445,S+218.55L,,218.55,COR
13324,,,,377.34,R,S218.63R,,,-113.3195776,35.85091646,,,,,,,46,,444,S+218.63R,,218.63,COR
13325,,,,377.4,L,S218.67L,,,-113.3195857,35.85018337,,,,,,,46,,444,S+218.67L,,218.67,COR
13326,,,,377.55,R,S218.77R,,,-113.3213654,35.84957198,,,,,,,46,,443,S+218.77R,,218.77,COR
13327,,,,377.61,L,S218.80L,,,-113.3210503,35.84881565,,,,,,,46,,443,S+218.80L,,218.8,COR
13328,,,,377.77,R,S218.90R,,,-113.3225512,35.84783164,,,,,,,46,,442,S+218.90R,,218.9,COR
13329,,,,377.83,L,S218.94L,,,-113.3224148,35.84708572,,,,,,,46,,442,S+218.94L,,218.94,COR
13330,,,,378,R,S219.04R,,,-113.323894,35.84615415,,,,,,,46,,441,S+219.04R,,219.04,COR
13331,,,,378.05,L,S219.08L,,,-113.3238428,35.84552076,,,,,,,46,,441,S+219.08L,,219.08,COR
13332,,,,378.17,R,S219.15R,,,-113.3251905,35.84494489,,,,,,,46,,440,S+219.15R,,219.15,COR
13333,,,,378.27,L,S219.21L,,,-113.3251077,35.84387711,,,,,,,46,,440,S+219.21L,,219.21,COR
